householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop
2.52,13.93,27.56,13.43,13.17,264394,99.45,19193,71.75,0.51,23.14,31.59,10.79,15.72,23892,10127,64572,24.82,10.65,30.7,16.15,9.24,53.83,12.44,28.97,15.72,22.8,13.53,35.68,17.45,15.71,3.16,52.09,44.48,64.74,54.45,67.58,71.55,19512,9.04,6.35,4.08,2.46,2.59,2.31,56.3,3.97,54.83,2,12254,89.59,53.39,7.24,43.07,1959,6.13,0.59,32800,44500,63600,30800,136,225,307,171,322,26.1,20.4,13.5,549,230,84.68,57.21,89.24,93.57,706,260.78,626,231.23,453000,167326.59,641.6,260.8,26,9,117.3,153.8,1728.9,3.56,331,39704820,88.67,5,3.68,146659.41
2.71,14.06,29.69,14.3,12.13,141686,100.0,28704,73.85,0.41,32.76,28.61,13.24,16.51,33090,13156,23463,17.07,17.99,38.91,12.28,10.62,57.72,25.38,22.73,20.19,19.03,10.69,41.25,14.3,12.62,3.28,53.59,46.99,57.79,55.71,58.8,65.86,12723,12.01,8.46,5.58,2.63,2.68,2.59,45.05,6.74,65.45,2,4896,91.44,44.15,13.77,46.18,1948,8.66,0.72,118500,145900,171000,52500,364,496,595,231,594,30.3,26.2,16.9,201,12,52.63,50.12,86.56,88.23,389,292.36,204,153.32,155006,116495.9,398.5,292.4,24,14,4.7,16.6,8545.4,6.39,105,20292584,52.44,0,6.17,152510.5
2.69,14.34,27.95,13.49,11.95,80375,100.0,27770,76.04,0.28,45.85,30.2,9.97,20.42,32883,12284,9923,12.73,9.18,26.84,12.18,7.8,59.77,27.65,22.83,18.77,19.77,10.4,31.4,13.36,11.97,3.15,68.34,65.57,76.39,74.75,62.61,70.24,2626,4.12,5.38,3.79,2.61,2.78,2.32,66.18,3.16,49.94,3,1278,95.9,61.99,2.74,28.48,1954,4.39,0.3,47100,58700,73000,25900,262,338,415,153,400,25.4,19.4,13.0,61,0,65.34,53.32,83.0,87.28,160,186.46,152,177.14,76544,89203.8,478.4,186.5,8,6,52.5,22.3,3599.2,1.99,70,8928586,95,5,5.0,104053.1
2.49,11.83,28.99,14.97,13.5,85571,100.0,33667,75.02,1.26,48.54,27.32,6.01,14.9,40912,18934,10588,12.68,10.13,20.9,33.12,4.6,65.45,11.42,27.61,8.46,31.04,11.21,40.82,15.94,13.64,3.04,69.29,63.88,81.66,71.12,62.21,68.78,1962,3.72,9.23,5.22,2.41,2.5,2.35,43.68,10.61,67.49,2,1878,94.82,42.17,0.53,17.52,1959,2.54,0.81,267500,346900,468300,200800,532,670,897,365,715,31.9,27.9,11.1,314,46,42.42,41.54,74.17,85.6,138,160.36,116,134.8,111518,129587.7,808.1,160.4,5,9,107.6,19.6,4371.2,3.95,49,12005492,84.06,0,3.62,139507.91
2.37,13.34,27.23,13.67,16.73,44639,100.0,15315,61.64,0.27,23.26,36.96,17.75,16.08,20973,10367,14189,33.31,20.83,42.8,17.41,9.64,45.99,13.82,32.35,15.44,23.36,16.46,38.29,19.03,17.91,3.07,38.93,32.08,42.31,40.72,53.82,61.23,4657,12.16,6.57,3.71,2.26,2.32,2.22,43.88,5.37,64.61,2,2769,87.17,42.85,4.91,57.93,1951,12.67,1.06,32200,49000,74900,42700,124,217,317,193,300,29.3,19.9,12.9,89,21,71.35,50.51,81.19,88.83,293,660.53,151,340.41,48879,110192.1,166.8,660.5,28,9,46.9,20.4,2191.6,4.0,145,8368713,51.54,0,9.56,188663
2.64,10.33,22.36,10.39,16.38,39103,100.0,49777,78.55,0.72,55.76,31.68,3.47,16.47,59056,25537,1590,4.14,6.64,16.83,37.7,4.03,63.27,12.21,27.47,6.51,38.25,5.23,30.23,8.4,6.95,3.11,84.59,82.47,94.86,81.93,55.1,65.83,330,1.16,4.72,3.39,2.59,2.81,2.09,74.83,1.86,37.99,3,435,97.15,68.89,1.38,44.6,1953,0.51,0.19,166400,202800,256900,90500,450,619,755,305,693,27.6,22.7,14.7,25,0,60.57,65.23,83.34,90.11,95,239.37,89,224.25,30411,76625.2,320.1,239.4,4,8,62.3,12.6,3115.4,7.75,30,6967389,93.68,10,4.21,175554
2.25,10.45,28.82,13.43,12.82,54718,100.0,45598,78.05,0.8,61.54,23.21,4.07,10.91,61799,29044,4576,8.61,3.05,6.82,63.68,4.8,65.96,7.53,47.63,3.13,57.05,6.61,43.62,10.02,8.56,2.9,77.06,76.88,91.09,70.28,61.28,71.24,517,1.85,3.99,2.05,2.17,2.48,1.93,49.39,2.28,62.26,2,996,96.07,43.11,0.6,32.73,1939,0.53,0.12,281100,377800,500001,218901,443,629,963,520,671,24.6,22.6,14.5,16,0,41.54,49.81,60.48,76.81,140,248.37,120,212.89,46180,81927.4,329.9,248.4,4,7,15.8,7.0,7778.6,28.71,34,6000000,85.71,0,2.86,106445.3
2.74,15.09,26.32,13.42,15.36,0,0.0,25751,72.83,1.81,31.16,34.29,8.94,20.08,30456,11356,2283,16.42,13.34,33.43,12.03,6.16,53.65,17.3,22.68,17.71,20.84,12.66,28.54,16.12,14.47,3.07,61.62,51.77,62.34,67.42,64.11,73.03,719,5.45,5.17,3.77,2.59,2.55,2.66,66.41,6.68,46.58,3,512,91.28,67.38,2.93,30.27,1962,11.64,0.92,38700,51400,70100,31400,174,263,336,162,346,25.4,16.6,11.5,0,0,58.32,56.46,86.11,93.04,358,2351.7,337,2213.76,162748,1069092.75,454.6,2351.7,50,11,137.9,8.9,1653.5,0.49,429,35193752,94.13,5,13.97,2311880.25
2.49,14.06,28.56,13.77,11.72,173072,100.0,26344,78.89,0.59,40.82,27.69,5.8,15.56,31981,12726,19531,11.53,7.5,22.88,15.74,6.15,64.55,21.42,20.88,18.22,23.1,11.88,32.26,15.27,13.69,3.08,65.08,62.45,73.72,66.81,69.05,76.39,6744,5.04,5.26,3.35,2.43,2.63,2.13,64.68,2.16,48.96,3,7539,90.23,59.63,5.49,31.0,1957,7.7,0.22,32600,47800,65400,32800,241,312,389,148,382,24.4,16.2,12.0,106,14,67.82,50.81,83.37,89.3,307,165.96,299,161.63,72000,38922.1,234.5,166,17,11,191.5,64.9,2666.3,2.15,124,10512234,97.39,5,5.54,56827.5
2.52,13.69,26.01,12.77,14.41,84161,100.0,19807,67.99,0.3,31.57,32.7,14.65,19.92,25177,10133,17864,21.86,10.62,32.97,9.67,11.23,50.3,25.35,21.52,22.17,18.9,13.04,30.78,16.69,15.06,3.08,60.64,56.99,63.43,65.15,52.32,59.38,3743,5.23,5.45,3.55,2.44,2.56,2.29,60.01,1.56,46.63,3,3075,91.58,57.33,4.03,42.76,1943,7.08,0.41,26900,37700,52700,25800,165,233,295,130,298,26.7,16.9,12.4,38,0,78.22,57.76,90.77,95.19,165,195.13,141,166.75,64125,75834.6,388.6,195.1,15,8,55.1,21.0,4017.0,2.45,83,8000000,85.45,0,9.09,94608.5
2.87,15.36,29.06,13.59,6.06,72033,100.0,30389,86.1,0.58,33.91,15.48,5.77,9.9,34436,12884,10146,14.25,8.85,22.51,21.33,6.98,66.5,8.62,21.56,9.77,27.16,10.51,29.4,15.02,12.89,3.37,73.47,68.8,81.16,74.97,62.07,67.15,2129,4.13,6.74,5.02,2.85,3.11,2.49,64.07,5.76,40.31,3,2203,91.92,58.83,10.62,36.5,1975,4.28,0.32,56600,74200,98900,42300,287,347,410,123,449,26.6,22.0,11.9,0,18,71.05,54.19,81.47,91.52,116,158.15,103,140.43,56112,76502.1,483.7,158.2,6,8,163.8,15.7,4596.3,2.15,112,3050000,88.79,0,5.17,41583.2
2.4,21.85,41.56,27.91,6.67,83312,100.0,29407,84.76,0.97,58.22,14.34,2.79,10.11,46208,17268,14393,18.96,2.13,5.08,58.87,5.05,66.32,11.11,39.42,5.29,43.89,8.48,54.51,13.02,10.73,2.8,71.57,71.57,84.19,67.05,64.07,71.93,658,1.83,2.25,1.29,2.18,2.38,2.01,50.35,2.29,55.41,2,1589,95.62,46.15,0.63,18.75,1969,1.64,0.3,95200,122700,166200,71000,376,480,624,248,521,31.9,21.0,11.6,213,29,25.58,30.96,54.51,69.28,120,136.76,111,126.51,121522,138497.7,1012.7,136.8,9,10,135.1,23.4,3565.8,5.62,57,8906026,92.5,0,7.5,101501.3
2.34,17.19,28.54,17.51,17.59,54844,100.0,18276,63.37,0.3,34.18,39.35,9.64,22.15,26283,12005,12021,23.18,11.89,27.58,20.85,10.76,45.3,11.57,34.55,11.8,32.16,10.92,32.48,13.71,12.48,2.89,66.78,63.3,72.2,66.97,51.18,61.67,1102,2.5,2.79,1.7,2.21,2.36,2.02,60.75,1.08,53.61,2,3255,87.8,57.07,4.02,58.99,1945,10.5,0.53,33400,46700,67200,33800,169,235,296,127,311,30.9,17.2,12.1,68,6,74.83,53.71,77.93,89.1,101,187.16,94,174.19,50000,92652.6,495,187.2,12,5,116.2,15.4,3553.0,1.64,50,2380215,93.07,0,11.88,44106.6
2.75,12.55,28.56,13.63,13.1,128398,100.0,33453,75.22,0.81,43.89,27.99,7.82,23.1,36720,14522,12823,10.07,7.47,18.79,18.79,6.82,60.96,14.77,18.49,12.94,23.42,9.41,26.16,14.11,11.8,3.12,75.19,69.8,82.83,73.76,59.63,66.18,3109,3.48,7.88,5.79,2.72,2.62,2.85,56.36,9.61,57.93,2,4368,91.45,58.43,0.46,16.76,1978,3.51,0.37,124900,170200,222900,98000,506,599,698,192,651,31.9,28.7,11.6,46,792,36.37,31.62,61.84,78.79,184,125.2,169,114.99,150000,102065.8,815.2,125.2,12,7,209.9,42.1,3047.5,4.03,126,17780000,91.85,5,6.52,120982
2.73,15.18,32.67,17.07,9.3,1109990,99.95,33686,80.04,0.66,43.25,20.08,8.81,16.22,39318,16401,142382,13.38,8.15,17.74,29.77,5.72,65.09,13.89,25.46,8.76,32.52,10.46,41.26,15.23,12.8,3.23,70.7,66.26,79.03,71.98,54.89,62.71,31173,4.5,9.09,5.7,2.61,2.71,2.53,50.04,10.47,59.71,2,25626,94.06,48.3,1.94,14.52,1970,2.34,0.65,140400,189400,275700,135300,437,560,711,274,602,29.8,25.3,11.4,2846,2101,35.27,37.92,71.41,79.65,1368,118.16,479,41.37,581695,50242.7,425.2,118.2,49,14,376.3,335.7,3308.5,4.41,621,178884864,35.01,5,3.58,154508
2.86,15.89,30.35,14.98,9.5,935927,100.0,23584,79.02,0.8,31.98,23.0,9.58,16.21,26885,10884,207161,22.64,17.05,30.87,17.84,8.92,58.48,9.01,25.46,12.34,25.0,11.52,31.66,16.25,14.01,3.41,68.55,62.53,75.83,70.16,56.69,63.45,25665,3.48,9.73,6.9,2.8,3.01,2.55,58.04,10.44,54.54,2,38653,89.42,53.99,6.94,37.87,1969,8.01,0.7,35700,49700,74600,38900,232,308,393,161,369,25.3,20.9,12.7,698,44,69.25,51.62,83.78,90.95,1576,157.62,1343,134.31,641169,64123.3,406.8,157.6,31,12,186.6,345.0,2712.7,5.0,662,88038576,85.22,0,1.97,88047.4
2.72,14.32,29.66,14.38,10.76,2783726,100.0,26301,74.79,0.4,33.16,25.46,14.36,12.72,30707,12899,592298,21.62,15.27,33.95,19.45,11.32,56.5,18.67,23.86,17.62,24.87,11.03,43.87,14.73,12.99,3.46,54.35,47.86,62.74,57.06,54.43,62.07,247653,12.08,12.29,7.65,2.67,2.94,2.47,45.76,8.78,63.87,2,107865,90.48,41.48,12.57,39.66,1944,7.82,1.01,59000,78700,110400,51400,277,377,490,213,445,27.3,21.1,13.7,5180,1584,59.85,54.96,89.95,91.3,11837,430.47,10929,397.45,3717286,135183.3,314,430.5,150,13,34.9,233.0,11945.9,29.94,2210,991696256,92.33,5,1.27,360641.59
2.48,12.69,24.79,12.06,14.57,113313,100.0,35237,71.97,0.85,48.86,29.4,7.34,19.16,41148,17259,9269,8.3,4.94,14.3,26.88,4.62,62.12,12.52,24.6,11.5,28.58,11.28,29.88,17.19,14.42,2.98,70.93,69.48,81.39,71.69,60.79,70.3,1587,2.04,4.73,3.12,2.44,2.47,2.41,58.49,4.29,50.71,2,2018,95.77,57.87,0.79,13.23,1973,1.62,0.12,158900,193800,248600,89700,476,579,718,242,638,30.5,24.9,11.3,219,33,57.69,40.0,74.39,90.03,129,109.74,107,91.03,88931,75653.8,689.4,109.7,7,9,286.8,34.9,3245.3,2.34,74,13700000,82.95,10,5.43,116546.2
2.8,16.81,28.88,13.91,12.35,33892,100.0,19391,67.09,0.04,26.26,34.21,16.07,20.89,24511,9090,8604,25.56,20.68,42.26,6.61,14.24,46.86,32.54,22.07,27.75,13.96,11.75,40.32,15.19,13.59,3.42,48.49,44.54,40.69,53.74,44.28,53.43,3101,9.84,10.43,7.35,2.78,2.97,2.63,48.49,7.76,57.03,2,1362,89.9,45.41,11.01,61.67,1945,11.07,1.11,32500,42600,55400,22900,141,208,274,133,286,25.0,15.9,12.8,0,5,60.92,66.23,92.98,93.49,102,310.21,92,279.8,14155,43049.2,138.8,310.2,0,5,249.7,12.4,2731.5,4.07,39,3719329,90.2,0,0.0,113114.8
2.1,5.87,10.71,5.42,39.16,10878,100.0,34158,49.2,0.87,65.95,57.66,6.32,39.51,40288,22482,898,8.43,4.66,15.38,25.46,3.93,32.16,7.36,25.64,9.47,31.29,6.83,12.06,8.03,7.47,2.36,66.61,56.45,58.18,53.31,49.36,65.15,213,1.95,1.72,1.31,2.05,2.04,2.1,79.24,1.44,56.6,2,1810,73.9,79.73,0.88,43.59,1979,3.7,0.16,114300,168200,225100,110800,240,364,513,273,434,25.6,23.7,11.5,0,0,14.53,41.11,58.03,66.03,188,1530.2,143,1163.93,53435,434925.91,284.2,1530.2,13,10,58.5,14.6,736.1,0.0,230,8055879,76.06,0,6.91,655695.81
2.38,13.35,29.11,15.34,13.66,203056,100.0,23551,74.21,0.46,31.91,28.24,10.18,15.96,29021,13993,40103,20.89,12.2,31.91,24.24,6.43,58.44,12.18,27.61,14.02,27.35,14.48,42.45,16.82,15.77,2.97,45.21,38.54,54.76,49.69,63.65,70.49,18852,13.21,5.14,2.88,2.25,2.39,2.12,49.25,3.06,57.24,2,8804,90.65,46.3,10.89,40.3,1953,8.45,0.6,47700,66600,98200,50500,232,333,424,192,413,27.5,21.4,14.5,287,3,70.47,49.59,77.75,89.86,646,318.02,588,289.47,880656,433536.59,1363.2,318,30,11,73.7,62.3,3259.7,12.86,266,31789916,91.02,5,4.64,156498
2.65,12.05,23.08,11.96,19.36,50024,100.0,42665,74.54,0.21,56.39,38.62,2.89,21.42,50451,18444,1887,3.89,10.57,25.17,21.5,4.56,61.39,16.26,23.01,10.93,27.94,5.54,30.2,7.82,6.78,3.06,82.26,79.94,95.3,84.62,62.9,69.45,506,1.46,3.9,2.88,2.57,2.72,2.06,81.56,1.07,36.04,3,452,97.66,76.95,2.88,50.44,1951,0.64,0.23,152500,175600,200300,47800,437,549,694,257,630,26.4,23.4,16.0,15,0,68.69,71.3,82.42,95.77,114,222.09,102,198.71,25642,49954.2,224.9,222.1,6,11,45.2,9.4,5298.9,5.66,49,11230196,89.47,0,5.26,218780
2.52,17.47,33.6,19.56,12.86,163860,100.0,21242,71.56,0.31,37.23,29.13,12.75,16.92,28012,11351,34402,22.7,11.07,28.84,21.98,8.17,54.12,12.84,35.02,12.71,28.67,10.68,47.42,13.38,12.15,3.08,51.68,48.23,56.0,55.76,56.25,64.81,11877,10.32,6.23,3.52,2.33,2.56,2.16,45.25,2.72,53.58,2,6557,90.83,41.06,4.36,28.21,1939,8.54,0.5,52400,67600,86800,34400,264,347,424,160,409,29.6,20.1,14.7,405,52,72.43,46.42,78.94,88.4,448,280.7,342,214.28,170000,106514.3,379.5,280.7,34,4,93.8,26.0,6300.5,10.98,144,30301000,76.34,0,7.59,189852.3
3.1,15.22,30.48,15.53,9.37,58041,100.0,26669,76.7,0.35,26.43,25.26,10.99,11.08,30708,11057,9794,17.02,23.34,44.38,14.2,10.94,60.74,36.22,15.64,32.68,15.71,8.94,39.71,13.81,11.46,3.6,60.31,54.81,66.99,59.24,65.45,71.62,5135,11.94,14.27,10.36,3.06,3.28,2.98,30.05,16.89,69.23,2,884,95.49,28.08,2.26,46.49,1944,12.7,1.43,126800,165100,198500,71700,310,443,582,272,532,28.0,27.2,14.9,12,11,38.42,51.08,79.28,83.92,133,236.1,125,221.9,45625,80993,343,236.1,9,5,439.1,3.2,18056.6,12.48,70,7294671,93.98,0,6.77,129494.3
2.65,12.92,27.42,12.7,8.56,111348,100.0,41675,83.99,0.63,45.23,18.34,6.67,15.16,46847,17566,7349,6.69,3.65,11.93,26.14,4.58,70.43,10.0,20.12,9.45,29.52,10.82,31.29,16.14,13.55,3.1,74.16,72.72,84.48,73.1,61.0,71.37,1200,1.61,5.13,3.63,2.63,2.68,2.55,62.06,5.23,42.88,3,1775,95.94,60.94,0.68,12.51,1967,1.32,0.09,157900,195300,249900,92000,529,618,758,229,677,29.1,24.4,11.5,47,6,50.29,44.79,72.77,86.89,145,128.95,132,117.38,89205,79327.9,615.2,128.9,8,10,130.3,30.5,3646.5,10.08,82,11401819,91.03,10,5.52,101393.7
2.72,17.16,34.04,18.02,8.78,139739,100.0,22140,71.32,0.31,24.55,22.4,21.82,11.6,24774,11081,36397,27.51,18.0,40.56,14.44,10.73,54.05,15.22,27.13,15.93,21.06,12.64,52.37,17.49,15.22,3.29,35.63,30.32,33.53,38.38,48.87,56.43,21440,20.8,9.35,5.67,2.55,2.76,2.49,25.54,9.2,73.14,2,4634,91.74,23.61,6.24,25.51,1949,14.47,1.42,107100,133800,161300,54200,318,443,528,210,504,29.1,23.9,14.8,701,26,43.76,44.91,79.37,82.12,443,356.69,404,325.29,338090,272222.91,763.2,356.7,53,7,404.2,17.9,7794.8,17.32,152,25432610,91.2,10,11.96,204778
2.49,12.94,28.19,12.27,6.26,221603,99.77,33214,87.54,0.86,42.32,13.81,3.89,14.13,38614,15255,16288,7.43,2.53,9.7,26.3,4.71,74.15,9.61,20.76,9.45,28.35,12.6,28.91,17.52,15.16,3.07,71.18,70.47,80.74,73.8,68.48,76.09,4347,3.14,3.78,2.48,2.47,2.64,2.21,62.93,2.91,51.55,2,10758,89.23,58.69,2.77,34.71,1977,2.78,0.17,65000,80200,96100,31100,313,393,498,185,455,24.7,22.7,11.8,43,2,33.94,40.07,60.26,78.38,389,157.74,376,152.47,572478,232139,1471.7,157.7,23,12,125.8,137.3,1617.6,4.03,175,27639186,96.66,5,5.91,112076.5
2.52,12.46,27.7,12.94,14.74,108961,100.0,30533,74.28,0.5,40.34,31.57,9.95,18.37,37942,14209,12922,12.09,15.26,33.18,14.11,7.77,59.92,27.06,22.88,18.48,22.31,9.79,34.44,12.71,11.36,3.1,64.25,59.5,71.13,69.69,54.74,66.16,5432,6.61,5.13,3.43,2.48,2.65,2.31,52.41,3.31,58.77,2,4041,91.44,49.02,7.0,36.35,1953,5.26,0.5,107000,131800,155700,48700,286,404,505,219,492,26.8,23.2,13.9,98,7,66.6,55.75,85.71,91.74,315,304.28,285,275.3,94000,90801.1,298.4,304.3,28,6,98.4,29.6,3682.4,3.18,86,20654224,90.48,0,8.89,199513.41
2.53,13.46,27.65,13.44,11.9,176664,100.0,25333,72.94,0.45,37.35,26.76,11.39,19.41,31203,12272,28632,16.79,6.74,20.74,15.78,7.19,57.25,15.96,24.71,15.58,23.03,13.81,32.4,17.73,15.86,3.08,64.05,60.73,72.93,66.92,54.7,64.39,5085,3.78,6.22,3.92,2.44,2.58,2.29,55.67,4.94,53.5,2,5208,93.07,52.71,8.06,30.15,1955,4.53,0.48,51500,66200,87800,36300,264,350,432,168,413,28.1,21.1,13.2,391,17,48.55,46.27,77.36,85.37,231,124.14,215,115.55,183064,98382.4,792.5,124.1,10,14,122.4,49.8,3549.2,3.88,243,27808960,93.07,10,4.33,149451.09
2.79,11.41,26.53,11.97,9.78,88680,100.0,50075,87.93,0.44,57.26,19.63,2.92,13.73,55837,20961,3014,3.46,5.5,15.51,33.82,4.46,69.26,18.2,22.92,10.11,35.1,6.19,30.12,8.32,7.29,3.17,85.86,83.61,95.37,85.47,57.67,66.79,441,0.77,4.39,3.33,2.73,2.94,2.3,72.09,3.33,45.82,3,1061,96.77,66.9,0.94,28.18,1967,0.48,0.21,153700,186200,239300,85600,552,642,738,186,700,23.0,22.7,14.0,110,0,54.31,56.5,74.34,85.09,177,191.56,85,91.99,55519,60086.8,313.7,191.6,7,3,41,31.3,2836.3,10.02,32,9652142,48.02,0,3.95,104462.7
2.78,13.0,28.98,13.67,9.72,111418,99.93,36058,81.74,0.49,36.57,22.46,10.03,16.64,40182,15048,10640,9.67,9.23,23.75,16.99,6.11,64.64,17.64,17.56,16.41,21.89,11.27,33.82,15.29,13.33,3.25,69.48,64.34,77.85,68.08,57.42,67.09,3028,3.74,8.54,5.97,2.75,2.82,2.67,52.92,11.0,56.35,2,2099,95.03,51.52,1.29,16.06,1963,2.23,0.39,154900,184500,227400,72500,527,629,737,210,688,28.8,24.1,11.5,144,17,50.95,45.41,77.47,88.86,161,138.59,136,117.07,145799,125503.8,905.6,138.6,12,8,403.7,45.0,2476.9,8.0,55,16031724,84.47,10,7.45,138001.09
2.43,11.97,27.31,12.99,13.74,28844,100.0,27606,73.85,0.6,39.53,27.83,11.59,16.92,34211,14936,4132,14.71,12.72,31.55,21.78,6.99,59.16,20.93,33.43,12.27,29.15,10.25,42.0,14.12,12.33,3.05,53.33,49.03,68.39,57.87,60.42,67.51,2209,10.11,5.96,3.55,2.36,2.47,2.29,42.07,4.6,59.36,2,1238,90.56,40.2,10.1,44.83,1939,10.8,0.2,101200,128700,156700,55500,344,459,559,215,522,28.1,21.0,15.4,37,0,70.79,51.04,84.46,91.89,111,377.74,87,296.07,27000,91883.6,243.2,377.7,4,6,171.6,5.3,5410.8,7.52,78,23910430,78.38,0,3.6,813695.12
2.79,17.73,36.43,21.69,11.54,57878,100.0,38514,81.64,0.62,47.45,24.46,5.3,15.31,45730,16777,3288,6.51,8.94,21.02,26.48,6.05,64.88,19.54,29.09,10.02,30.37,7.0,49.06,8.91,7.99,3.08,75.53,72.88,86.3,82.08,63.88,72.67,696,2.06,5.25,3.23,2.42,2.81,2.1,53.22,2.76,57.72,2,995,95.42,45.94,2.21,27.94,1950,1.69,0.59,165600,191100,230700,65100,482,633,800,318,707,25.3,21.0,13.0,74,3,63.39,51.87,75.43,83.34,143,259.58,130,235.98,32989,59882,230.7,259.6,3,9,74.3,13.2,4399.8,5.88,34,7358580,90.91,0,2.1,133573.8
2.64,14.36,26.61,13.08,12.31,114323,100.0,24495,74.31,0.79,34.87,29.05,9.41,13.81,31147,12751,23494,21.15,9.87,24.84,19.72,7.84,56.36,14.4,28.61,12.62,27.05,12.36,29.63,16.08,14.35,3.16,64.9,59.16,74.11,64.66,60.14,68.15,4566,5.03,6.57,4.5,2.55,2.65,2.42,62.15,4.55,49.86,3,5664,88.45,60.01,7.34,53.67,1962,8.1,0.66,28800,44500,68800,40000,200,275,355,155,370,26.7,17.7,13.5,124,51,70.49,54.5,84.45,94.09,219,186.88,188,160.43,120971,103229,552.4,186.9,7,8,52.6,82.9,1378.4,1.4,133,11309001,85.84,10,3.2,96503.9
2.48,11.29,26.95,12.57,14.21,50452,100.0,36584,79.28,0.45,45.85,29.98,5.62,19.52,42853,16575,2683,5.41,10.02,26.18,13.58,5.28,66.15,20.34,15.39,14.27,21.61,10.65,33.66,13.29,12.02,2.97,70.28,67.29,76.74,71.54,69.24,75.01,1221,3.26,3.21,2.16,2.43,2.61,2.17,63.84,2.03,51.49,2,931,95.62,59.52,2.04,24.7,1958,2.04,0.39,126200,146200,172100,45900,370,511,608,238,574,25.5,21.9,13.4,199,0,60.56,58.46,87.56,91.58,111,219.75,101,199.96,40925,81022,368.7,219.8,7,9,60.9,18.7,2702.4,5.95,40,7268989,90.99,0,6.31,143909
2.61,14.66,29.77,14.74,11.04,628088,100.0,23627,73.41,0.34,39.11,27.11,15.32,15.79,28292,11106,135583,22.22,9.81,28.5,14.83,8.88,58.32,22.24,24.82,18.94,21.31,11.53,41.21,14.72,13.25,3.21,52.28,47.51,56.66,53.19,58.1,65.79,57393,12.11,7.89,4.98,2.53,2.69,2.41,47.45,4.39,56.2,2,13664,94.62,44.77,11.21,35.5,1949,5.49,0.8,41000,53500,66700,25700,265,342,424,159,418,28.0,20.6,14.2,512,54,68.96,50.45,85.91,91.28,1866,299.77,1525,244.99,324000,52051,173.6,299.8,44,12,220,99.4,6317.6,11.14,343,109734624,81.73,5,2.36,176289.91
2.88,12.66,27.74,12.06,6.11,173339,100.0,51231,89.53,0.88,47.6,13.46,5.59,12.15,55411,20101,7316,4.25,4.42,13.4,29.93,4.19,72.63,26.92,17.72,10.95,33.72,9.16,29.99,12.25,10.71,3.24,80.74,77.91,91.04,82.2,62.48,70.33,2016,1.86,6.14,4.7,2.86,3.0,2.6,67.72,6.89,38.82,3,2202,96.47,64.56,0.68,10.4,1973,0.63,0.19,212900,264300,341300,128400,610,732,902,292,795,27.0,25.8,11.4,68,12,50.11,44.56,70.25,87.42,220,119.24,194,105.15,74817,40551.7,340.1,119.2,8,14,137.4,79.8,2172.1,4.68,102,21402976,88.18,5,3.64,116006.6
2.88,13.92,28.69,14.0,11.57,88675,100.0,25719,75.62,0.32,25.06,30.57,12.45,15.1,30733,11018,15348,18.05,16.44,41.82,10.53,10.86,55.81,15.91,24.67,18.5,17.65,13.46,44.91,16.26,14.92,3.41,47.36,39.24,54.34,50.03,64.66,71.82,9993,14.64,11.32,7.53,2.76,2.89,2.63,53.46,7.97,49.34,3,2834,91.56,51.11,25.69,56.92,1939,10.69,0.99,52500,71300,90700,38200,252,387,495,243,451,26.9,21.1,15.2,367,8,63.07,59.35,88.32,92.39,358,421.78,288,339.31,136000,160228.09,379.9,421.8,20,14,102.5,7.9,11185.6,10.27,154,13920168,80.45,0,5.59,164000.09
